item_id user_id rating date
2 4693 70 2010-02-07
2 4719 80 2009-12-27
2 4759 40 2009-12-22
2 4762 60 2010-01-09
2 4766 80 2009-12-22
2 4774 75 2011-02-12
2 4813 80 2010-01-07
2 4823 70 2010-01-02
2 4827 70 2011-06-16
2 4840 80 2009-12-28
2 4916 90 2010-01-02
2 4925 60 2010-03-18
2 4978 50 2010-04-05
2 5021 80 2010-01-06
2 5037 100 2010-01-07
2 5061 70 2010-03-31
2 5183 90 2015-02-06
2 5193 80 2011-07-08
2 5203 100 2010-01-18
2 5244 80 2010-01-21
2 5260 80 2011-01-22
2 5269 60 2010-09-05
2 5437 50 2013-07-17
2 5444 80 2010-02-03
2 5469 90 2010-06-21
2 5503 100 2010-02-07
2 5509 80 2010-02-07
2 5519 100 2012-07-23
2 5544 80 2011-06-29
2 5546 80 2010-02-10
2 5557 70 2010-02-10
2 5609 80 2010-03-21
2 5627 90 2010-02-15
2 5680 90 2010-05-13
2 5791 80 2019-06-09
2 5820 80 2011-03-07
2 5869 80 2010-10-20
2 5874 40 2010-03-04
2 5878 90 2010-03-04
2 5895 100 2010-03-05
2 5907 90 2010-03-06
2 5975 90 2010-03-10
2 5978 70 2014-11-25
2 5990 90 2010-03-12
2 6009 80 2010-11-23
2 6033 58 2013-08-19
2 6087 60 2010-04-10
2 6088 80 2010-03-19
2 6143 80 2010-05-17
2 6201 80 2010-05-09
2 6205 80 2010-09-18
2 6225 80 2010-03-28
2 6326 70 2010-04-03
2 6336 30 2010-10-05
2 6366 90 2010-04-05
2 6394 70 2012-11-15
2 6453 90 2010-04-09
2 6538 70 2010-04-17
2 6571 80 2010-10-10
2 6595 100 2010-04-18
2 6691 70 2010-10-07
2 6749 72 2010-04-27
2 6800 90 2010-04-30
2 6807 70 2010-04-30
2 6830 80 2010-05-09
2 6858 80 2010-05-02
2 6902 60 2010-05-04
2 6924 50 2010-05-06
2 6975 70 2012-03-19
2 7019 70 2010-08-05
2 7023 60 2010-05-12
2 7056 90 2010-05-14
2 7143 80 2010-05-26
2 7176 80 2010-05-20
2 7242 90 2011-06-28
2 7256 75 2013-07-04
2 7349 90 2010-11-25
2 7354 80 2010-05-31
2 7381 100 2010-05-31
2 7398 90 2010-06-01
2 7440 80 2010-06-04
2 7588 100 2010-06-14
2 7784 70 2015-11-03
2 7887 92 2010-06-27
2 7890 90 2010-06-27
2 7912 70 2010-06-28
2 7914 80 2010-06-28
2 7916 60 2010-06-28
2 7919 50 2010-07-05
2 8021 80 2010-07-04
2 8053 70 2010-07-05
2 8135 80 2010-07-12
2 8187 80 2010-07-12
2 8206 80 2011-07-15
2 8303 100 2010-07-18
2 8304 70 2010-07-18
2 8405 90 2010-07-24
2 8412 80 2010-10-07
2 8484 73 2014-07-04
2 8491 70 2010-07-29
2 8518 60 2011-01-16
2 8531 100 2010-07-31
2 8575 90 2010-08-02
2 8701 80 2010-08-10
2 8756 90 2010-08-13
2 8775 60 2010-08-21
2 8783 90 2011-01-02
2 8882 80 2010-08-19
2 8884 70 2010-08-19
2 8891 60 2012-12-27
2 9079 60 2010-08-28
2 9111 90 2012-12-12
2 9370 80 2011-09-10
2 9386 80 2010-09-13
2 9419 80 2010-09-15
2 9442 80 2015-03-28
2 9464 80 2010-09-18
2 9558 95 2010-09-25
2 9577 100 2011-04-04
2 9581 80 2010-09-26
2 9593 80 2013-05-31
2 9613 60 2010-09-27
2 9660 70 2010-12-20
2 9715 70 2011-10-04
2 9751 70 2010-10-06
2 9778 90 2012-02-26
2 9973 80 2011-01-02
2 10070 80 2010-10-20
2 10100 80 2012-08-21
